name,symbol,website,github,careers
Banca,BANCA,https://www.banca.world/,,
EDUCare,EKT,http://ekt8.io/,https://github.com/EducationEKT/EKT/blob/master/docs/whitepaper.md,
TomoChain,TOMO,https://tomochain.com/,https://github.com/tomochain/,
ZClassic,ZCL,http://zclassic.org/,https://github.com/z-classic/zclassic,
IoT Chain,ITC,https://iotchain.io/,https://github.com/IoTChainCode,
Genesis Vision,GVT,https://genesis.vision/,https://github.com/GenesisVision,
Litecoin Cash,LCC,https://litecoinca.sh/,https://github.com/litecoincash-project/,
Pillar,PLR,https://pillarproject.io/,https://github.com/pillarwallet,https://pillarproject.io/careers/
Republic Prot...,REN,https://republicprotocol.com/,https://github.com/republicprotocol,
Edgeless,EDG,https://edgeless.io/,https://github.com/EdgelessCasino,https://edgeless.io//careers
Telcoin,TEL,https://www.telco.in/,https://github.com/telcoin,https://www.telco.in//mailto:jobs@telco.in?subject=Telcoin Jobs
OST,OST,https://ost.com,https://github.com/OpenSTFoundation,https://ost.com/careers
Burst,BURST,https://www.burst-coin.org,https://github.com/PoC-Consortium,
Red Pulse,RPX,https://www.red-pulse.com/landing,,
ETHLend,LEND,https://ethlend.io/,https://github.com/ETHLend/Documentation/blob/master/ETHLendWhitePaper.md,
AdEx,ADX,https://www.adex.network/,https://github.com/AdExBlockchain,
Quantum Resis...,QRL,https://theqrl.org/,https://github.com/theQRL,
Electra,ECA,https://electraproject.org/,https://github.com/Electra-project,
Hydro Protocol,HOT,https://thehydrofoundation.com/,https://github.com/HydroProtocol,
DAEX,DAX,https://daex.io/,,
Rock,RKT,https://gbx.gi/,https://github.com/Gibraltar-Blockchain-Exchange/rock-token,
Oyster,PRL,https://oysterprotocol.com/,https://github.com/oysterprotocol,
TrueUSD,TUSD,https://www.trusttoken.com/,https://github.com/trusttoken,https://www.trusttoken.com//careers
Bread,BRD,https://BRD.com ,,
DecentBet,DBET,https://www.decent.bet/,,
Eidoo,EDO,https://eidoo.io/,,https://eidoo.io/jobs/
Ripio Credit ...,RCN,https://ripiocredit.network/,https://github.com/ripio/rcn-network,
SaluS,SLS,http://saluscoin.info/,https://github.com/saluscoin/SaluS,
Einsteinium,EMC2,https://www.emc2.foundation/,https://github.com/emc2foundation/einsteinium,
Dai,DAI,http://www.makerdao.com/,https://github.com/makerdao/,http://www.makerdao.com//careers
BitBay,BAY,http://bitbay.market/,,
BABB,BAX,https://getbabb.com/,,
AirSwap,AST,https://www.airswap.io/,,
Experience Po...,XP,http://www.xpcoin.io/,https://github.com/eXperiencePoints/XPCoin/,
CloakCoin,CLOAK,https://www.cloakcoin.com/,https://github.com/CloakProject/Cloak2Public,
Internet Node...,INT,https://intchain.io/,https://github.com/intfoundation,
SpankChain,SPANK,https://spankchain.com/,https://github.com/spankchain,https://spankchain.com//jobs/
SingularDTV,SNGLS,https://singulardtv.com/,,
Ravencoin,RVN,https://ravencoin.org/,https://github.com/RavenProject/Ravencoin,
bitCNY,BITCNY,,,
Wings,WINGS,https://wings.ai/,,
district0x,DNT,https://district0x.io/,https://github.com/district0x,
HTMLCOIN,HTML,http://www.htmlcoin.com/,https://github.com/HTMLCOIN,https://www.htmlcoin.com/careers
NANJCOIN,NANJ,https://nanjcoin.com/,https://github.com/NANJ-COIN,
Viacoin,VIA,http://viacoin.org,https://github.com/viacoin/viacoin,
Safe Exchange...,SAFEX,http://safex.io/,,
ION,ION,https://ionomy.com/,https://github.com/ionomy/ion,
Gulden,NLG,https://gulden.com/,,
PayPie,PPP,https://www.paypie.com/,,
Wagerr,WGR,https://www.wagerr.com/,https://github.com/wagerr,
WhiteCoin,XWC,http://whitecoin.info/,https://github.com/Whitecoin-org/whitecoin/releases/download/v2.5.1.0/windows-whitecoin-qt-v2.5.1.0.zip,
Soarcoin,SOAR,http://soarlabs.org/,,
BitRent,RNTB,https://bitrent.io,https://github.com/bitrent,
Datawallet,DXT,https://datawallet.com,,https://angel.co/pnyks/jobs
INS Ecosystem,INS,https://ins.world/,https://github.com/ins-ecosystem,https://angel.co/ins-ecosystem/jobs
KuCoin Shares,KCS,https://www.kucoin.com/,,
MinexCoin,MNX,https://minexcoin.com/,https://github.com/minexcoin/minexcoin,
Stakenet,XSN,https://stakenet.io/,https://github.com/X9Developers/XSN,
WePower,WPR,https://wepower.network/,https://github.com/WePowerNetwork/wepower-contracts,
NAGA,NGC,https://www.thenagacoin.com/,https://nagadevelopment.github.io/contracts/,
UTRUST,UTK,https://utrust.com/,,https://careers.utrust.com
Zeepin,ZPT,https://www.zeepin.io/,https://github.com/zeepin,
DATx,DATX,https://www.datx.co/,https://github.com/DATx-Protocol,
Pura,PURA,http://www.pura.one/,https://github.com/PURAcore/,
Trinity Netwo...,TNC,https://trinity.tech/,https://github.com/trinity-project,
AppCoins,APPC,https://appcoins.io/,https://github.com/Aptoide/AppCoins-ethereumj,
LinkEye,LET,http://www.linkeye.com/,https://github.com/LinkEyeOfficial,
Metaverse ETP,ETP,https://mvs.org/,http://github.com/mvs-org,
Tierion,TNT,https://tierion.com/,https://github.com/tierion,https://tierion.com//careers
Counterparty,XCP,http://counterparty.io/,https://github.com/CounterpartyXCP,
WaBi,WABI,https://wacoin.io/,,
LBRY Credits,LBC,https://lbry.io/,https://github.com/lbryio,
SelfSell,SSC,https://www.selfsell.com/,https://github.com/SelfSellTeam,
KickCoin,KICK,https://www.kickico.com/,https://github.com/kickico,
Zoin,ZOI,http://zoinofficial.com/,https://github.com/zoinofficial/zoin,
TokenCard,TKN,http://tokencard.io/,,
Primas,PST,https://primas.io/,,
CPChain,CPC,http://www.cpchain.io/,https://github.com/cpchain,
Havven,HAV,https://havven.io/,,
Tokenomy,TEN,https://www.tokenomy.com/,https://github.com/tokenomy,
Cashaa,CAS,https://www.cashaa.com/,,
YEE,YEE,http://www.yeefoundation.com/,,
VIBE,VIBE,https://www.vibehub.io/,https://github.com/amack2u/VibeHub,
MobileGo,MGO,https://mobilego.io/,,
Modum,MOD,https://modum.io/,,https://modum.io/careers/
Trade Token,TIO,https://trade.io/,,
ODEM,ODE,https://odem.io/,https://github.com/odemio/ico,
TokenClub,TCT,http://www.tokenclub.com/,,
QunQun,QUN,https://qunqun.io/,,
FuzeX,FXT,https://fuzex.co/,https://github.com/fuzex,
Datum,DAT,https://datum.org/,,
ECC,ECC,https://ecc.network/,https://github.com/project-ecc/,
Feathercoin,FTC,http://feathercoin.com,https://github.com/FeatherCoin/Feathercoin,
Unobtanium,UNO,http://unobtanium.uno,https://github.com/unobtanium-official/Unobtanium,
Electrify.Asia,ELEC,https://electrify.asia/,https://github.com/electrifyasia/,
FairCoin,FAIR,http://fair-coin.org/,https://github.com/FairCoinTeam/fair-coin,
Blox,CDT,https://blox.io/,,
QLINK,QLC,http://qlink.mobi/,https://github.com/qlinkdev/,
Namecoin,NMC,https://www.namecoin.org/,https://github.com/namecoin,
Lunyr,LUN,https://lunyr.com/,https://github.com/Lunyr,
Odyssey,OCN,http://www.ocoins.cc/,https://github.com/OdysseyProtocol,
Alphacat,ACAT,https://www.alphacat.io/,,
Etherparty,FUEL,https://etherparty.com/,https://github.com/etherparty,https://angel.co/etherparty/jobs
Aeon,AEON,http://www.aeon.cash/,https://github.com/aeonix/aeon,
TaaS,TAAS,https://taas.fund/,,
DECENT,DCT,https://decent.ch/,,https://decent.ch/en/careers/
Steem Dollars,SBD,https://steem.io/,https://github.com/steemit/steem,https://jobs.lever.co/steemit
Melon,MLN,https://melonport.com/,https://github.com/melonproject,
Triggers,TRIG,https://www.blocksafefoundation.com/,,
Cobinhood,COB,https://www.cobinhood.com/,https://github.com/cobinhood/cobinhood-api-public,
