name,symbol,website,github,careers,circulating_supply,ID,last_updated,max_supply,market_cap,percent_change_1h,percent_change_24h,percent_change_7d,price,volume_24h,rank,total_supply,website_slug
Flash,FLASH,https://flashcoin.io/,https://github.com/flash-coin,,900000000.0,1755.0,1527573560.0,900000000.0,11832120.0,-4.46,1.63,-43.41,0.013146799999999998,13549.5,440.0,900000000.0,flash
E-Dinar Coin,EDR,https://edinarcoin.com/,,,886211988.0,1358.0,1527573552.0,999999999999999.0,11925755.0,-0.38,-2.91,-7.98,0.013456999999999998,35882.1,438.0,1011211988.0,e-dinar-coin
RevolutionVR,RVR,http://revolutionvr.live/,,,210000000.0,1208.0,1527573557.0,210000000.0,11839905.0,-0.76,-2.84,-19.22,0.05638049999999999,186103.0,439.0,210000000.0,revolutionvr
Tao,XTO,http://tao.network/,https://github.com/taoblockchain/tao-core,,32940705.0,1391.0,1527573553.0,,11825911.0,-0.16,-13.14,-35.48,0.359006,2673.41,442.0,32940705.0,tao
Nework,NKC,http://nework.pro/,,,147586172.0,2477.0,1527573575.0,,11725928.0,-0.26,-0.73,-38.91,0.07945139999999999,2526300.0,443.0,1000000000.0,nework
EchoLink,EKO,https://echolink.info/,https://github.com/EchoLinkTech/Echo,,372810007.0,2391.0,1527573573.0,,11674732.0,-2.01,-2.94,-26.49,0.031315499999999996,693101.0,446.0,500000000.0,echolink
OAX,OAX,https://oax.org/,https://gitlab.com/groups/oax/,,25009250.0,1853.0,1527573562.0,,11709031.0,-0.37,-4.28,-28.27,0.468188,334053.0,444.0,100000000.0,oax
LATOKEN,LA,https://latoken.com/,https://github.com/ElKornacio/contracts-early,https://latoken.com//careers,81037294.0,2090.0,1527573566.0,1000000000.0,11703811.0,0.46,-0.37,-21.07,0.144425,1150270.0,445.0,400000000.0,latoken
Mooncoin,MOON,https://www.mooncoin.eco/,https://github.com/mooncoincore,,224188655547.0,89.0,1527573542.0,,11498098.0,-2.43,-6.31,-37.74,5.12876e-05,14017.8,447.0,224188655547.0,mooncoin
MARK.SPACE,MRK,https://mark.space/,,,235297413.0,2669.0,1527573580.0,,11828566.0,-0.55,2.36,-2.27,0.0502707,470838.0,441.0,3000000000.0,mark-space
Databits,DTB,http://www.augmentorsgame.com/,,,22747809.0,1603.0,1527573556.0,,11350315.0,-0.16,-2.05,-18.68,0.498963,32724.3,449.0,22747809.0,databits
Oxycoin,OXY,https://oxycoin.io/,https://github.com/oxycoin/,,109068855.0,2170.0,1527573568.0,,11249144.0,-0.47,-7.05,-2.55,0.10313800000000001,37396.3,451.0,109068855.0,oxycoin
Hacken,HKN,https://hacken.io/,,,4856575.0,2360.0,1527573572.0,,10903642.0,-1.05,-5.05,-29.91,2.24513,113291.0,455.0,5600000.0,hacken
DeviantCoin,DEV,https://deviantcoin.io/,https://github.com/Deviantcoin/Source,,2435051.0,2649.0,1527573579.0,88000000.0,11096015.0,0.38,7.28,2.08,4.55679,234392.0,452.0,6280920.0,deviantcoin
Hydrogen,HYDRO,https://www.hydrogenplatform.com/hydro,https://github.com/hydrogen-dev/smart-contract,https://www.hydrogenplatform.com/hydro/careers,3000031207.0,2698.0,1527573579.0,,11036245.0,-1.29,-16.68,-44.12,0.00367871,317746.0,454.0,11111111111.0,hydrogen
SolarCoin,SLR,http://solarcoin.org/,https://github.com/onsightit/solarcoin,,42436894.0,233.0,1527573543.0,,11342109.0,2.76,4.13,-20.71,0.26727,21237.1,450.0,98034439329.0,solarcoin
Playkey,PKT,https://playkey.io/,https://github.com/Playkey/ico-contracts,,13631512.0,2279.0,1527573570.0,,11373548.0,5.66,3.7,16.23,0.834357,334621.0,448.0,19893268.0,playkey
Smartlands,SLT,https://smartlands.io/,https://github.com/Smartlands-Platform/SLT,,5100896.0,2471.0,1527573574.0,,11084399.0,-0.61,0.12,-8.91,2.17303,201123.0,453.0,7186785.0,smartlands
SureRemit,RMT,https://token.sureremit.co/,,,500000000.0,2527.0,1527573576.0,,10902650.0,2.28,-9.05,-24.23,0.0218053,15435.6,456.0,1000000000.0,sureremit
SIBCoin,SIB,https://sibcoin.money/,https://github.com/ivansib/sibcoin/,,16769213.0,1082.0,1527573549.0,,10783224.0,-2.56,-9.04,-29.32,0.643037,84828.8,458.0,16769213.0,sibcoin
Divi,DIVX,https://www.diviproject.org/,https://github.com/Divicoin,,5343207.0,2229.0,1527573569.0,,10783713.0,0.78,-3.77,-27.18,2.01821,1059480.0,457.0,6171607.0,divi
Maecenas,ART,http://www.maecenas.co/,,,30150150.0,2064.0,1527573565.0,,10731795.0,-0.16,4.14,-16.51,0.35594499999999996,9581.89,459.0,100000000.0,maecenas
Quantum,QAU,http://www.quantumproject.org/,,,74867103.0,1709.0,1527573560.0,,10654412.0,-0.86,-2.79,-13.75,0.142311,11353.5,462.0,239775150.0,quantum
Nebula AI,NBAI,https://www.nebula-ai.com/,https://github.com/nebulaai,,1162684117.0,2692.0,1527573579.0,,10632258.0,-0.85,-0.12,-29.38,0.00914458,12728.3,463.0,4770681725.0,nebula-ai
Rubycoin,RBY,http://www.rubycoin.org/,https://github.com/rubycoinorg/rubycoin,,25672266.0,215.0,1527573543.0,,10580645.0,-0.16,-1.87,-20.9,0.41214300000000004,2254.29,464.0,25672266.0,rubycoin
Expanse,EXP,http://www.expanse.tech/,https://www.github.com/expanse-org,https://expanse.tech/jobs/,7906397.0,1070.0,1527573549.0,,10708898.0,0.12,-6.89,-23.43,1.35446,115072.0,461.0,16906397.0,expanse
Bezop,BEZ,https://bezop.io/,https://github.com/bezopteam,,42634684.0,2551.0,1527573576.0,,10501946.0,0.28,23.89,161.14,0.246324,1547580.0,465.0,89267250.0,bezop
Polis,POLIS,https://polispay.org/,https://github.com/polispay/polis,,2263058.0,2359.0,1527573572.0,25000000.0,10489953.0,-0.22,-1.67,-14.73,4.6353,71807.2,466.0,2263058.0,polis
Linker Coin,LNC,https://www.linkercoin.com/en,https://github.com/linkercoinfoundation,,112776150.0,2677.0,1527573580.0,,10436936.0,2.74,5.71,59.49,0.0925456,379969.0,467.0,500000000.0,linker-coin
BitClave,CAT,https://www.bitclave.com/,https://github.com/bitclave/,,501394406.0,2334.0,1527573571.0,,10420630.0,-0.12,-8.76,-25.87,0.0207833,619661.0,468.0,1597746125.0,bitclave
Graft,GRFT,https://www.graft.network/,https://github.com/graft-project,,254425849.0,2571.0,1527573577.0,1844674407.0,10347397.0,-4.59,-12.3,2.68,0.0406696,97698.1,470.0,996528849.0,graft
REBL,REBL,https://www.rebellious.io/,https://github.com/RebelliousToken,,169979738.0,2368.0,1527573572.0,,10380357.0,-0.1,-7.09,-30.39,0.0610682,1946320.0,469.0,326480305.0,rebl
ICOS,ICOS,https://icos.icobox.io/,,,556039.0,2082.0,1527573566.0,,10319870.0,-0.27,5.82,-2.13,18.5596,10832.1,471.0,560417.0,icos
Linda,LINDA,http://lindacoin.com/,https://github.com/Lindacoin/Linda/,,9029006975.0,1814.0,1527573559.0,30000000000.0,10272753.0,-0.95,-3.89,-16.85,0.00113775,61271.2,472.0,9029006975.0,linda
TE-FOOD,TFD,https://ico.tefoodint.com/,,,459841734.0,2578.0,1527573578.0,1000000000.0,10728613.0,-0.68,-3.56,-18.58,0.023331099999999997,67132.5,460.0,567917833.0,te-food
Banyan Network,BBN,http://www.banyanbbt.org,,,156436867.0,2598.0,1527573577.0,,10177532.0,0.28,-6.92,-28.5,0.0650584,1103480.0,473.0,1000000000.0,banyan-network
Neumark,NEU,http://neufund.org/,https://github.com/Neufund/,http://neufund.org//careers,28722127.0,2318.0,1527573571.0,1500000000.0,10106139.0,-0.5,-4.33,-22.07,0.35185900000000003,187325.0,475.0,53014331.0,neumark
NoLimitCoin,NLC2,https://nolimitcoin.org/,https://github.com/NoLimitCoin,https://nolimitcoin.org/careers,207991060.0,1382.0,1527573553.0,,10028580.0,0.08,-4.68,-16.25,0.0482164,39309.0,476.0,207991060.0,nolimitcoin
Matryx,MTX,https://matryx.ai/,https://github.com/matryx,,23224303.0,2325.0,1527573571.0,,9963342.0,0.6,0.7,-23.68,0.429005,1144460.0,478.0,314159265.0,matryx
Paragon,PRG,https://paragoncoin.com/,https://github.com/paragon-coin/token,,65936602.0,2094.0,1527573567.0,,9997505.0,-0.74,-6.91,-9.12,0.151623,43108.4,477.0,164936592.0,paragon
NPER,NPER,https://nper.io/En,https://github.com/NperProject,,52261748.0,2744.0,1527573581.0,,9838849.0,-4.8,-16.23,-31.49,0.18826099999999998,618392.0,479.0,250000000.0,nper
LUXCoin,LUX,https://luxcore.io/,https://github.com/216k155/lux,,1807440.0,2107.0,1527573566.0,60000000.0,9831859.0,-0.28,-1.21,-18.16,5.43966,90862.1,480.0,4807440.0,luxcoin
Etheroll,DICE,https://etheroll.com/,,,7001623.0,1677.0,1527573557.0,7001622.0,9807173.0,4.57,5.0,-15.36,1.4007,42314.4,481.0,7001623.0,etheroll
Everus,EVR,https://everus.org/,https://github.com/EverusWorld,https://www.jobstore.com/my/company/483104/everus-technologies-sdn-bhd,146057007.0,2066.0,1527573565.0,,10110402.0,0.38,-4.57,-67.82,0.0692223,917759.0,474.0,1000000000.0,everus
Pareto Network,PARETO,https://pareto.network/,https://github.com/ParetoNetwork,,244763570.0,2495.0,1527573575.0,,9560245.0,0.32,-9.26,-17.16,0.0390591,71838.7,486.0,500000000.0,pareto-network
SwissBorg,CHSB,https://swissborg.com/,https://github.com/SwissBorg,https://jobs.lever.co/swissborg,575821133.0,2499.0,1527573575.0,,9696655.0,-0.34,-7.0,-24.32,0.016839700000000003,118065.0,482.0,1000000000.0,swissborg
Chronobank,TIME,https://chronobank.io/,https://github.com/ChronoBank,http://instahire.jobs,710113.0,1556.0,1527573555.0,,9689773.0,-1.05,-2.78,4.78,13.6454,456553.0,483.0,710113.0,chronobank
Olympus Labs,MOT,https://olympuslabs.io/,https://github.com/Olympus-Labs,,36997554.0,2327.0,1527573572.0,,9583070.0,-1.37,-8.05,-25.77,0.259019,54646.0,485.0,100000000.0,olympus-labs
BitSend,BSD,http://www.bitsend.info/,https://github.com/LIMXTEC/BitSend,,19300600.0,366.0,1527573544.0,,9509657.0,-0.88,-3.94,-17.62,0.492713,28733.4,489.0,19300600.0,bitsend
DomRaider,DRT,https://token.domraider.com/,,https://jobs.domraider.com/,591500000.0,2070.0,1527573566.0,,9542433.0,0.48,0.81,-23.99,0.0161326,112784.0,488.0,1300000000.0,domraider
PolySwarm,NCT,https://polyswarm.io/,https://github.com/polyswarm,,1468214570.0,2630.0,1527573578.0,,9606616.0,0.19,1.53,-28.97,0.00654306,35218.3,484.0,1885913076.0,polyswarm
Russian Miner...,RMC,https://rmc.one/,,,,,,,,,,,,,,,
aXpire,AXP,http://axpire.io,https://forkdelta.github.io/#!/trade/AXP-ETH,https://www.indeedjobs.com/axpire/,265000000.0,2466.0,1527573574.0,,9487689.0,0.93,-8.87,-29.16,0.035802600000000004,55252.9,490.0,350000000.0,axpire
HeroNode,HER,https://heronode.io/,https://github.com/hero-node,,404613212.0,2754.0,1527573581.0,,9420731.0,1.54,3.15,-19.69,0.0232833,461586.0,491.0,2000000000.0,heronode
Digitex Futures,DGTX,https://digitexfutures.com/,,,700000000.0,2772.0,1527573582.0,,9382520.0,-0.2,-3.53,,0.0134036,114790.0,494.0,1000000000.0,digitex-futures
Fluz Fluz,FLUZ,https://www.fluzfluz.com/,,,204780000.0,2587.0,1527573577.0,,9388631.0,-1.42,-1.34,-12.36,0.045847399999999996,5601.92,493.0,204780000.0,fluz-fluz
NewYorkCoin,NYC,https://nycoin.community/,https://github.com/NewYorkCoin-NYC,,134024588760.0,298.0,1527573544.0,,9344811.0,-2.4,-2.87,-29.11,6.97246e-05,13105.1,495.0,134024588760.0,newyorkcoin
PeepCoin,PCN,http://dapscoin.com/,,,14560438510.0,1803.0,1527573559.0,,8706822.0,-0.67,-5.67,-24.59,0.000597978,637537.0,504.0,53760438510.0,peepcoin
LockTrip,LOC,https://locktrip.com/,https://github.com/LockTrip,,9292966.0,2287.0,1527573571.0,,9173821.0,-0.86,-0.81,-14.37,0.9871790000000001,202539.0,497.0,18585933.0,lockchain
Rivetz,RVT,https://rivetz.com/,,https://rivetz.com//jobs,26244468.0,1991.0,1527573565.0,,9120924.0,-1.13,-3.58,-28.92,0.347537,25713.6,500.0,200000000.0,rivetz
LoMoCoin,LMC,http://www.lomostar.com/,https://github.com/lomocoin/,,233915210.0,1380.0,1527573552.0,,9125383.0,1.31,-3.2,-25.43,0.0390115,34586.4,499.0,318915210.0,lomocoin
Swarm City,SWT,http://swarm.city/,https://github.com/swarmcity,,8272111.0,1562.0,1527573556.0,,9297770.0,5.88,7.42,-14.82,1.12399,364750.0,496.0,8272111.0,swarm-city
ShipChain,SHIP,https://www.shipchain.io/,https://github.com/shipchain,,170657181.0,2579.0,1527573577.0,,9412887.0,-0.65,-14.96,-48.66,0.0551567,13174.7,492.0,500000000.0,shipchain
Rentberry,BERRY,https://ico.rentberry.com/,https://github.com/Rentberry,,255681686.0,2628.0,1527573578.0,,9143612.0,0.93,-6.92,-33.57,0.035761699999999993,80926.0,498.0,301473028.0,rentberry
Friendz,FDZ,https://friendz.io/,,,509000403.0,2626.0,1527573578.0,,9035724.0,1.19,-2.65,-22.14,0.0177519,68425.0,501.0,1142645649.0,friends
Clams,CLAM,http://clamcoin.org/,https://github.com/dooglus/bitaddress.org/,,3060310.0,460.0,1527573546.0,,8967780.0,-0.17,-7.4,-20.4,2.93035,38059.1,502.0,16722480.0,clams
Elixir,ELIX,http://elixirtoken.io/,,,31769747.0,1980.0,1527573564.0,,8900962.0,3.31,-4.58,-26.51,0.280171,29087.8,503.0,31769747.0,elixir
PolicyPal Net...,PAL,https://www.policypal.network/,https://github.com/policypalnet,,,,,,,,,,,,,,
Nexium,NXC,https://beyond-the-void.net/,,,66520694.0,1481.0,1527573553.0,,8571524.0,0.14,-7.81,-7.5,0.128855,34523.6,506.0,66520694.0,nexium
Profile Utili...,PUT,https://www.robin8put.org/,,,,,,,,,,,,,,,
Myriad,XMY,http://myriadcoin.org/,https://github.com/myriadteam/myriadcoin/,,1577637250.0,182.0,1527573543.0,,8382507.0,-0.61,-8.48,-26.83,0.00531333,32343.7,507.0,1577637250.0,myriad
NeosCoin,NEOS,http://www.neoscoin.com,https://github.com/neoscoin,,3821995.0,551.0,1527573544.0,,8314025.0,-0.07,-4.41,-19.45,2.1753099999999996,220041.0,508.0,3821995.0,neoscoin
Remme,REM,https://remme.io/,https://github.com/Remmeauth,,600295910.0,2546.0,1527573576.0,,8120443.0,-1.39,-1.48,-31.45,0.0135274,388872.0,511.0,1000000000.0,remme
Sprouts,SPRTS,https://www.sprouts-coin.org/en/,https://github.com/SproutsCommunityRep/sprouts,,9780373296498.0,1002.0,1527573548.0,,8258058.0,1.17,1.34,-9.52,8.444e-07,24607.8,510.0,9780373296498.0,sprouts
Zap,ZAP,http://www.zap.org/,https://github.com/zapproject/,,106515704.0,2363.0,1527573571.0,,8289318.0,4.39,-8.23,-44.63,0.0778225,38273.3,509.0,520000000.0,zap
Rise,RISE,https://rise.vision/,https://github.com/risevision,https://rise.vision/careers/,125046170.0,1294.0,1527573551.0,,8074019.0,-5.48,-1.92,-14.09,0.0645683,4611.64,512.0,125046170.0,rise
DubaiCoin,DBIX,http://www.arabianchain.org/,https://github.com/dubaicoin-dbix/go-dubaicoin,,2232901.0,1611.0,1527573557.0,,8000506.0,-0.28,-8.18,-6.18,3.58301,126007.0,516.0,2232901.0,dubaicoin-dbix
DCORP,DRP,https://www.dcorp.it/,https://github.com/frankbonnet/DCORP,,8094002.0,2164.0,1527573567.0,,8009226.0,-0.18,195.54,115.24,0.989526,2196.18,514.0,8094002.0,dcorp
Bee Token,BEE,https://www.beetoken.com/,https://github.com/thebeetoken/,,169022722.0,2557.0,1527573577.0,,7961832.0,-0.82,-2.81,-25.06,0.0471051,26902.0,517.0,500000000.0,bee-token
The ChampCoin,TCC,http://thechampcoin.com/,,,164925727.0,1894.0,1527573562.0,516085281.0,7948579.0,-0.16,-2.17,-14.32,0.0481949,10366.1,518.0,218000000.0,the-champcoin
Musicoin,MUSIC,https://www.musicoin.org/,https://github.com/musicoin,,776117568.0,1577.0,1527573555.0,,8005653.0,1.29,-6.48,-23.12,0.010315000000000001,47342.7,515.0,776117568.0,musicoin
Patientory,PTOY,https://patientory.com/,,https://patientory.com/careers/,70000000.0,1708.0,1527573558.0,,7813120.0,-0.44,-6.96,-28.15,0.111616,192638.0,521.0,100002000.0,patientory
Bulwark,BWK,https://bulwarkcrypto.com/,https://github.com/bulwark-crypto,,7776722.0,2260.0,1527573569.0,27000000.0,7750499.0,-0.24,0.31,-29.6,0.9966280000000001,48359.8,522.0,8095776.0,bulwark
OKCash,OK,http://okcash.co,https://github.com/okcashpro/okcash,,74033089.0,760.0,1527573546.0,105000000.0,7897628.0,0.5,-5.19,-24.57,0.106677,121898.0,519.0,74033089.0,okcash
ShareX,SEXC,https://sharex.vc/,,,645515075.0,2426.0,1527573573.0,,7826225.0,-7.4,-16.09,-47.7,0.012124,973606.0,520.0,1000000000.0,sharex
Effect.AI,EFX,http://effect.ai/,https://github.com/effectai,,193668526.0,2666.0,1527573579.0,,7589637.0,-0.52,-0.63,-30.41,0.0391888,31098.7,525.0,650000000.0,effect-ai
Fitrova,FRV,https://www.fitrova.com/,,,7109455550.0,2730.0,1527573580.0,,7647997.0,4.33,-48.3,-79.09,0.00107575,515254.0,524.0,7588648240.0,fitrova
U.CASH,UCASH,https://u.cash,https://github.com/udotcash,,1844678441.0,2512.0,1527573575.0,21000000000.0,7661079.0,-1.03,-26.6,-47.1,0.00415307,9943.83,523.0,21000000000.0,ucash
Golos,GOLOS,https://golos.io/,https://github.com/GolosChain,,124518891.0,1480.0,1527573553.0,,7508340.0,-0.39,2.9,-9.45,0.06029880000000001,213144.0,527.0,124518891.0,golos
Stipend,SPD,https://stipend.me/,https://github.com/Stipend-Developer/stipend,,5537339.0,2616.0,1527573577.0,19340594.0,7334039.0,-0.48,-5.2,-19.11,1.32447,51038.8,534.0,5777239.0,stipend
EZToken,EZT,https://ico.ezpos.io/,https://github.com/ezpos,,11500000.0,2560.0,1527573577.0,,7565333.0,-0.97,-15.03,-1.59,0.657855,7309.79,526.0,50000000.0,eztoken
ATN,ATN,https://atn.io/,https://github.com/atnio,,21505324.0,2380.0,1527573572.0,,7253101.0,-3.31,-6.07,-25.26,0.33726999999999996,42236.6,538.0,210000000.0,atn
BitDegree,BDG,https://www.bitdegree.org/,https://github.com/bitdegree,,354569198.0,2374.0,1527573572.0,,7465561.0,-0.62,-1.21,-27.88,0.0210553,14790.2,530.0,514800000.0,bitdegree
Gambit,GAM,http://www.gambitcrypto.com,https://github.com/collincrypto/gambitcrypto,,1200279.0,939.0,1527573547.0,,7476660.0,-0.16,-2.28,-15.16,6.2291,2411.29,528.0,1200279.0,gambit
BitTube,TUBE,https://coin.bit.tube ,,,52936175.0,2561.0,1527573577.0,,7472894.0,-0.03,-3.52,-20.12,0.14116800000000002,14236.4,529.0,54716175.0,bit-tube
Local World F...,LWF,https://www.lwf.io/en,https://github.com/lwfcoin/,,,,,,,,,,,,,,
Devery,EVE,https://devery.io/,https://github.com/devery,,62918410.0,2464.0,1527573576.0,,7408769.0,18.9,-0.33,-14.49,0.117752,199078.0,532.0,100000000.0,devery
Flixxo,FLIXX,https://www.flixxo.com/,,,77184338.0,2231.0,1527573569.0,,7317453.0,-0.44,-4.32,-26.74,0.0948049,201170.0,535.0,189151329.0,flixxo
InsurePal,IPL,https://insurepal.io/,https://github.com/InsurePal,,201000000.0,2421.0,1527573573.0,,7315676.0,0.35,-1.93,12.89,0.0363964,564215.0,536.0,300000000.0,insurepal
Debitum,DEB,https://debitum.network/,https://github.com/debitum,,189285517.0,2584.0,1527573578.0,,7376438.0,0.46,-2.82,-24.92,0.0389699,69079.5,533.0,400000000.0,debitum-network
Energycoin,ENRG,https://energycoin.eu/,https://github.com/EnergyCoinProject/energycoin,,121911816.0,322.0,1527573555.0,,7298848.0,-0.17,-11.12,-29.39,0.059869900000000004,11769.2,537.0,121911816.0,energycoin
Stealth,XST,https://stealth.org/,https://github.com/StealthSend/Stealth/,,28911624.0,448.0,1527573544.0,,7115960.0,0.52,-4.74,-23.16,0.246128,13285.6,541.0,28911624.0,stealth
Hubii Network,HBT,https://www.hubii.network/,https://forkdelta.github.io/#!/trade/HBT-ETH,,13516418.0,2031.0,1527573566.0,,7125315.0,-0.81,-14.23,-26.22,0.5271600000000001,3396.21,540.0,31801784.0,hubii-network
Novacoin,NVC,http://novacoin.org,https://github.com/novacoin-project/novacoin,,2083674.0,6.0,1527573541.0,,7099473.0,-0.26,3.43,-10.66,3.40719,21029.7,542.0,2083674.0,novacoin
EncrypGen,DNA,https://www.encrypgen.com/,,,62220378.0,2208.0,1527573568.0,,6935830.0,-0.09,-10.04,-25.62,0.111472,314601.0,550.0,70978131.0,encrypgen
Dynamic,DYN,https://duality.solutions/,https://github.com/duality-solutions/,,4948989.0,1587.0,1527573557.0,,7029000.0,-0.59,-1.92,-15.14,1.42029,60499.4,543.0,14037310.0,dynamic
FoldingCoin,FLDC,http://www.foldingcoin.net/,https://github.com/FoldingCoin,,594644215.0,606.0,1527573545.0,,7196028.0,0.92,-3.62,-23.95,0.0121014,28684.5,539.0,1000000000.0,foldingcoin
Helbiz,HBZ,https://www.helbizcoin.io/,,,491752129.0,2680.0,1527573579.0,,6979389.0,0.52,-3.17,-25.26,0.0141929,1928820.0,547.0,1005250000.0,helbiz
Leverj,LEV,https://www.leverj.io/,https://github.com/leverj,https://angel.co/leverj/jobs/,118090511.0,2377.0,1527573572.0,,6983660.0,3.05,-19.43,-18.45,0.059138199999999995,13062.1,545.0,1000000000.0,leverj
CoinFi,COFI,http://www.coinfi.com/,https://github.com/coinfi/coinfi,https://careers.coinfi.com,173955332.0,2478.0,1527573574.0,,6981088.0,-1.64,-3.04,-35.76,0.0401315,55806.6,546.0,300000000.0,coinfi
Lendingblock,LND,https://lendingblock.com/,https://github.com/lendingblock,,566472965.0,2686.0,1527573579.0,,6960197.0,-0.46,-1.29,-26.27,0.0122869,28792.5,548.0,1000000000.0,lendingblock
Morpheus Labs,MITX,https://token.morpheuslabs.io/,https://github.com/Morpheuslabs-io,,176560198.0,2709.0,1527573581.0,,6995050.0,-0.29,-12.51,-30.2,0.0396185,848700.0,544.0,800000000.0,morpheus-labs
PinkCoin,PINK,http://getstarted.with.pink/,https://github.com/PinkDev/Pink2,,381906699.0,313.0,1527573544.0,,6932103.0,1.44,-7.06,-24.54,0.018151300000000002,36160.9,551.0,392906699.0,pinkcoin
Oyster Shell,SHL,https://oysterprotocol.com/,https://github.com/oysterprotocol,,63348898.0,2750.0,1527573580.0,,6828694.0,-1.76,-0.94,-28.93,0.107795,185426.0,553.0,98592692.0,oyster-shell
WeTrust,TRST,https://www.wetrust.io/,https://github.com/WeTrustPlatform,https://jobs.lever.co/wetrust,92147500.0,1638.0,1527573557.0,100000000.0,6848338.0,-2.26,-12.46,-61.46,0.0743193,229519.0,552.0,100000000.0,trust
CargoX,CXO,https://cargox.io/,,https://cargox.io//careers/,129071409.0,2490.0,1527573575.0,,6820327.0,-1.2,-8.56,-26.87,0.0528415,31897.2,554.0,215119016.0,cargox
XPA,XPA,https://xpa.io/,,,57177751.0,1968.0,1527573563.0,,6799521.0,-0.85,-2.5,-23.42,0.11891900000000001,4826.45,555.0,10000000000.0,xpa
ATBCoin,ATB,https://atbcoin.com/,,,41734125.0,1970.0,1527573562.0,300000000.0,6790852.0,0.02,-2.96,-17.6,0.162717,865083.0,556.0,53710925.0,atbcoin
EXRNchain,EXRN,https://exrnchain.com/,,https://exrnchain.com//careers,92500000000.0,2088.0,1527573566.0,,6746081.0,-0.8,2.2,-1.91,7.293060000000001e-05,18492.5,557.0,100000000000.0,exrnchain
Nimiq Exchang...,NET,https://nimiq.com/,https://github.com/nimiq-network,,,,,,,,,,,,,,
Bounty0x,BNTY,https://bounty0x.io/,https://github.com/bounty0x,,138074829.0,2310.0,1527573571.0,,6690609.0,0.2,-8.99,-25.6,0.048456400000000004,35677.6,559.0,500000000.0,bounty0x
ToaCoin,TOA,http://www.toacoin.com/,https://github.com/toacoin/TOA,,2526087224.0,1833.0,1527573560.0,,6584448.0,0.35,2.33,-19.63,0.00260658,30464.9,560.0,8990093585.0,toacoin
GoldCoin,GLD,https://www.goldcoin.org/,https://github.com/goldcoin,,41050224.0,25.0,1527573542.0,72245700.0,6460361.0,-0.16,-7.76,-29.89,0.157377,6776.24,562.0,41050224.0,goldcoin
NaPoleonX,NPX,https://napoleonx.ai/,,,25330000.0,2602.0,1527573577.0,,6960152.0,-0.82,0.9,-21.66,0.274779,16832.9,549.0,29800000.0,napoleonx
AdShares,ADST,https://adshares.net/,https://github.com/adshares,,19379103.0,1883.0,1527573561.0,,6431595.0,0.07,10.23,13.09,0.331883,31280.6,563.0,19379103.0,adshares
Snovio,SNOV,https://tokensale.snov.io/,,,404980448.0,2258.0,1527573569.0,,6280639.0,0.29,-4.35,-32.71,0.015508500000000001,26553.4,564.0,651129644.0,snovio
Aventus,AVT,https://aventus.io/,,,6000000.0,1948.0,1527573563.0,,6267660.0,-0.27,0.06,-15.54,1.04461,51480.7,565.0,10000000.0,aventus
CVCoin,CVCOIN,http://crypviser.net,,,9837033.0,1810.0,1527573560.0,,6202869.0,-10.31,-13.22,-23.97,0.630563,11687.1,566.0,15000000.0,cvcoin
FintruX Network,FTX,https://www.fintrux.com/,https://github.com/FintruX,,55428631.0,2667.0,1527573579.0,,6194925.0,-0.39,-4.81,-30.03,0.11176400000000002,532730.0,567.0,100000000.0,fintrux-network
Mysterium,MYST,https://mysterium.network/,https://github.com/MysteriumNetwork,https://mysterium.network/careers/,19429024.0,1721.0,1527573558.0,,6114430.0,-0.4,-2.41,-23.61,0.314706,109102.0,569.0,32433366.0,mysterium
Spectrecoin,XSPEC,https://spectreproject.io/,https://github.com/spectrecoin/spectre,,20785264.0,1505.0,1527573556.0,,6083493.0,-2.46,-9.59,-26.22,0.29268299999999997,10885.4,570.0,20785264.0,spectrecoin
ALIS,ALIS,https://alismedia.jp/,https://github.com/AlisProject,,38805314.0,2040.0,1527573566.0,,6041561.0,-1.77,-4.97,-24.15,0.15568900000000002,11115.1,571.0,75209200.0,alis
adbank,ADB,https://adbank.network/,,,480953700.0,2501.0,1527573575.0,,6038181.0,0.29,-2.74,-25.92,0.0125546,19316.6,572.0,1000000000.0,adbank
AidCoin,AID,https://www.aidcoin.co/,,,37483437.0,2462.0,1527573575.0,,6035208.0,-0.3,-10.99,-22.84,0.16101,722796.0,573.0,100000000.0,aidcoin
Zilla,ZLA,https://zla.io/,,https://zla.io//careers,38466654.0,2500.0,1527573575.0,,5876512.0,-1.35,-9.41,-32.33,0.15276900000000002,1521980.0,575.0,60000000.0,zilla
Curecoin,CURE,https://curecoin.net/,https://github.com/cygnusxi/CurecoinSource,,23873267.0,333.0,1527573555.0,,5960319.0,-0.14,-2.93,-15.72,0.249665,9485.12,574.0,23873267.0,curecoin
Solaris,XLR,http://solariscoin.com/,https://github.com/Solaris-Project/Solaris/,,1335642.0,1606.0,1527573558.0,,5876397.0,-0.2,-1.96,-21.46,4.39968,20535.5,576.0,1381252.0,solaris
Insights Network,INSTAR,https://www.insights.network,,,127396933.0,2558.0,1527573576.0,,5870591.0,-1.97,-7.84,-45.72,0.0460811,733790.0,579.0,211068638.0,insights-network
Espers,ESP,http://espers.io/,https://github.com/cryptocoderz/espers,,21666077207.0,1238.0,1527573550.0,50000000000.0,5873154.0,-1.86,-7.99,-28.35,0.000271076,3790.71,578.0,21666077207.0,espers
